MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
Two_Story_1946_and_Newer,Residential_Low_Density,68,8286,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,Two_Story,Good,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,PConc,Typical,No,Rec,6,Unf,0,185,716,GasA,Excellent,Y,SBrkr,716,716,1432,1,0,1,1,3,1,6,Typ,1,Attchd,Fin,2,531,Typical,Paved,0,136,0,0,240,0,No_Pool,Good_Privacy,None,0,6,2007,WD ,Normal,157000,-93.604524,41.989488
Split_Foyer,Residential_Low_Density,54,7244,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Good,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,Good,CBlock,Typical,Av,ALQ,1,Unf,0,149,768,GasA,Excellent,Y,SBrkr,768,0,768,1,0,1,0,2,1,5,Typ,0,Detchd,Unf,2,624,Typical,Paved,104,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,129500,-93.6015199,41.991371
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11000,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,1976,2003,Gable,CompShg,Plywood,Plywood,None,0,Typical,PConc,Typical,No,LwQ,4,Unf,0,0,1090,GasA,Typical,Y,SBrkr,1178,0,1178,1,0,1,1,3,1,6,Typ,0,Attchd,Unf,2,502,Typical,Paved,0,44,0,0,88,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,135000,-93.605119,41.989768
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,10447,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Above_Average,1984,1984,Gable,CompShg,Plywood,HdBoard,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,348,864,GasA,Typical,Y,SBrkr,887,0,887,0,1,1,0,3,1,5,Typ,0,Attchd,RFn,1,288,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,124500,-93.604858,41.986588
Two_Story_1946_and_Newer,Residential_Low_Density,60,8238,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,113,813,GasA,Excellent,Y,SBrkr,813,712,1525,1,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,400,Typical,Paved,421,72,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,183500,-93.639067,42.059909
Two_Story_1946_and_Newer,Residential_Low_Density,0,13031,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,ALQ,1,Unf,0,99,691,GasA,Good,Y,SBrkr,691,807,1498,0,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,409,Typical,Paved,315,44,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,187500,-93.637566,42.06048
Two_Story_1946_and_Newer,Residential_Low_Density,54,9783,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,821,821,GasA,Good,Y,SBrkr,821,955,1776,0,0,2,1,3,1,7,Typ,1,BuiltIn,Fin,2,443,Typical,Paved,286,116,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,202000,-93.636378,42.060736
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,44,5306,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,Two_Story,Good,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,Good,PConc,Good,No,GLQ,3,Rec,215,354,1064,GasA,Good,Y,SBrkr,1064,703,1767,1,0,2,0,2,1,5,Typ,1,Attchd,RFn,2,504,Typical,Paved,441,35,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,239000,-93.631572,42.059332
Two_Story_1946_and_Newer,Residential_Low_Density,60,18062,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,662,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1528,1528,GasA,Excellent,Y,SBrkr,1528,1862,3390,0,0,3,1,5,1,10,Typ,1,BuiltIn,Fin,3,758,Typical,Paved,204,34,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,545224,-93.629337,42.060527
Two_Story_1946_and_Newer,Residential_Low_Density,82,16052,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734,Typical,PConc,Typical,No,GLQ,3,Unf,0,644,1850,GasA,Excellent,Y,SBrkr,1850,848,2698,1,0,2,1,4,1,11,Typ,1,Attchd,RFn,3,736,Typical,Paved,250,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,535000,-93.627767,42.060111
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,13837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Average,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178,Good,PConc,Good,No,GLQ,3,LwQ,202,0,1204,GasA,Good,Y,SBrkr,1377,806,2183,0,0,2,1,4,1,9,Typ,0,Attchd,Unf,3,786,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,229000,-93.637874,42.054367
Two_Story_1946_and_Newer,Residential_Low_Density,0,18800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,84,796,GasA,Typical,Y,SBrkr,790,784,1574,1,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,566,Typical,Paved,306,111,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,190000,-93.631515,42.054956
Two_Story_1946_and_Newer,Residential_Low_Density,80,16692,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRAn,Norm,OneFam,Two_Story,Average,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184,Typical,CBlock,Typical,No,BLQ,2,LwQ,469,133,1392,GasA,Typical,Y,SBrkr,1392,1392,2784,1,0,3,1,5,1,12,Typ,2,Attchd,RFn,2,564,Typical,Paved,0,112,0,0,440,519,Fair,Minimum_Privacy,TenC,2000,7,2006,WD ,Normal,250000,-93.637387,42.050514
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,2160,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,TwnhsE,Two_Story,Above_Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,Typical,CBlock,Typical,No,LwQ,4,Unf,0,363,765,GasA,Good,Y,SBrkr,765,600,1365,0,0,1,1,3,1,7,Min1,1,Attchd,Unf,2,440,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,125500,-93.6292319,42.0524739
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1890,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Good,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380,Typical,CBlock,Typical,No,ALQ,1,Unf,0,212,494,GasA,Excellent,Y,SBrkr,494,536,1030,0,0,1,1,3,1,6,Typ,0,Detchd,Unf,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,116000,-93.627103,42.051798
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Good,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281,Typical,CBlock,Typical,No,BLQ,2,Unf,0,355,672,GasA,Good,Y,SBrkr,672,546,1218,0,1,1,1,3,1,7,Typ,0,Detchd,Unf,1,264,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,118000,-93.627366,42.051691
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,Typical,CBlock,Typical,No,ALQ,1,Unf,0,207,483,GasA,Typical,Y,SBrkr,483,465,948,0,0,1,1,2,1,5,Typ,0,Detchd,Unf,1,264,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,89000,-93.629877,42.051672
One_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2280,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northpark_Villa,Norm,Norm,Twnhs,One_Story,Good,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,CBlock,Typical,No,ALQ,1,BLQ,492,443,1055,GasA,Typical,Y,SBrkr,1055,0,1055,1,0,2,0,2,1,4,Typ,0,Attchd,Unf,1,319,Typical,Paved,0,29,0,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,137500,-93.624767,42.050705
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2179,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,785,855,GasA,Good,Y,SBrkr,855,601,1456,0,0,2,1,3,1,6,Typ,1,Attchd,RFn,2,460,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,144000,-93.625709,42.050441
Two_Story_1946_and_Newer,Residential_Low_Density,101,14215,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380,Typical,PConc,Typical,Av,Unf,7,Unf,0,1158,1158,GasA,Excellent,Y,SBrkr,1158,1218,2376,0,0,3,1,4,1,9,Typ,1,BuiltIn,RFn,3,853,Typical,Paved,240,154,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,325300,-93.657118,42.060272
Two_Story_1946_and_Newer,Residential_Low_Density,120,13975,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525,Typical,PConc,Typical,Av,Unf,7,Unf,0,1090,1090,GasA,Excellent,Y,SBrkr,1117,1089,2206,0,0,2,1,4,1,10,Typ,1,BuiltIn,Fin,3,670,Typical,Paved,148,95,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,300000,-93.656864,42.060425
Two_Story_1946_and_Newer,Residential_Low_Density,80,10240,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1030,1030,GasA,Good,Y,SBrkr,1038,1060,2098,0,0,2,1,3,1,8,Typ,1,Attchd,RFn,3,878,Typical,Paved,192,52,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Normal,275500,-93.653016,42.060835
Two_Story_1946_and_Newer,Residential_Low_Density,82,9942,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385,Typical,PConc,Good,Av,GLQ,3,Unf,0,316,1606,GasA,Excellent,Y,SBrkr,1625,466,2091,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,2,521,Typical,Paved,194,84,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,New,Partial,338500,-93.654642,42.060577
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,12378,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,622,1896,GasA,Excellent,Y,SBrkr,1944,0,1944,1,0,2,0,3,1,8,Typ,3,Attchd,Fin,3,708,Typical,Paved,208,175,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,WD ,Normal,360000,-93.643412,42.061544
Two_Story_1946_and_Newer,Residential_Low_Density,74,10927,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Typical,PConc,Typical,Av,GLQ,3,Unf,0,512,1058,GasA,Excellent,Y,SBrkr,1058,846,1904,1,0,2,1,3,1,8,Typ,1,BuiltIn,Fin,2,736,Typical,Paved,179,60,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,275000,-93.650626,42.059216
One_Story_PUD_1946_and_Newer,Residential_Low_Density,48,6373,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572,Typical,PConc,Good,No,GLQ,3,Unf,0,1251,1666,GasA,Excellent,Y,SBrkr,1666,0,1666,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,575,Typical,Paved,228,75,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,New,Partial,310090,-93.65414,42.057164
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,10237,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,1288,1316,GasA,Excellent,Y,SBrkr,1316,0,1316,0,0,2,0,3,1,6,Typ,1,Attchd,Fin,2,397,Typical,Paved,100,0,0,23,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,169990,-93.646459,42.063304
Two_Story_1946_and_Newer,Residential_Low_Density,75,9073,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,738,738,GasA,Excellent,Y,SBrkr,738,754,1492,0,0,2,1,3,1,8,Typ,0,Attchd,Fin,2,440,Typical,Paved,100,32,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,185101,-93.644306,42.061987
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3087,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14,Typical,PConc,Typical,Av,GLQ,3,Unf,0,767,1220,GasA,Excellent,Y,SBrkr,1364,0,1364,1,0,2,0,2,1,6,Typ,1,Attchd,Fin,2,437,Typical,Paved,100,16,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,210250,-93.641662,42.062574
One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,3196,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1374,1374,GasA,Excellent,Y,SBrkr,1557,0,1557,0,0,2,0,2,1,7,Typ,1,Attchd,Fin,2,420,Typical,Paved,143,20,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,234000,-93.641946,42.063298
One_Story_PUD_1946_and_Newer,Residential_Low_Density,53,4045,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,45,Typical,PConc,Typical,Av,GLQ,3,Unf,0,286,1356,GasA,Excellent,Y,SBrkr,1500,0,1500,1,0,2,0,2,1,6,Typ,1,Attchd,Fin,3,648,Typical,Paved,161,20,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,New,Partial,246578,-93.641522,42.062873
Two_Story_1946_and_Newer,Residential_Low_Density,84,9660,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,Typical,PConc,Typical,No,GLQ,3,Unf,0,253,1044,GasA,Excellent,Y,SBrkr,1079,897,1976,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,3,885,Typical,Paved,210,31,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,286000,-93.654519,42.05384
Two_Story_1946_and_Newer,Residential_Low_Density,0,10236,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Average,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501,Typical,PConc,Typical,Gd,GLQ,3,BLQ,168,742,1290,GasA,Excellent,Y,SBrkr,1305,1189,2494,1,0,2,1,4,1,9,Typ,1,Attchd,Fin,3,803,Typical,Paved,200,95,0,0,0,0,No_Pool,Good_Privacy,None,0,6,2006,WD ,Normal,321000,-93.655704,42.051073
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,49,15218,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Somerset,RRAn,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Good,No,GLQ,3,Unf,0,108,1670,GasA,Excellent,Y,SBrkr,1670,0,1670,1,0,2,1,2,1,6,Typ,1,Attchd,RFn,3,928,Typical,Paved,0,240,200,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,336820,-93.642082,42.054318
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8688,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228,Typical,PConc,Typical,Av,Unf,7,Unf,0,1616,1616,GasA,Excellent,Y,SBrkr,1616,0,1616,0,0,2,0,3,1,7,Typ,0,Attchd,RFn,3,834,Typical,Paved,208,59,0,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,232000,-93.643635,42.053183
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,7733,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,1118,1142,GasA,Excellent,Y,SBrkr,1142,0,1142,0,0,1,1,3,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,4,50,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,WD ,Normal,139500,-93.692575,42.037843
Two_Story_1946_and_Newer,Residential_Low_Density,0,9019,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,RRAe,Norm,OneFam,Two_Story,Average,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,ALQ,1,Unf,0,362,636,GasA,Excellent,Y,SBrkr,636,684,1320,0,0,2,1,3,1,6,Typ,0,Attchd,Fin,2,472,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,150000,-93.68665,42.03748
One_Story_1946_and_Newer_All_Styles,Residential_High_Density,60,7800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,One_Story,Average,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,187,828,GasA,Good,Y,SBrkr,965,0,965,1,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,300,Typical,Paved,421,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2006,WD ,Abnorml,119900,-93.681407,42.035235
Duplex_All_Styles_and_Ages,Residential_Medium_Density,68,8927,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,One_and_Half_Fin,Above_Average,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0,Good,CBlock,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1286,368,1654,0,0,2,0,4,2,10,Typ,0,Attchd,RFn,2,528,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,119500,-93.677123,42.036206
Two_Story_1946_and_Newer,Residential_Low_Density,0,13346,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Average,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,367,1095,GasA,Excellent,Y,SBrkr,1166,1129,2295,1,0,2,1,4,1,9,Typ,1,Attchd,RFn,2,590,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,268000,-93.650474,42.047997
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2544,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Average,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,600,600,GasA,Excellent,Y,SBrkr,520,623,1223,0,0,2,1,2,1,4,Typ,0,Detchd,RFn,2,480,Typical,Paved,0,166,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,147400,-93.644891,42.047642
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2544,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Average,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,600,600,GasA,Excellent,Y,SBrkr,520,623,1223,0,0,2,1,2,1,4,Typ,0,Detchd,RFn,2,480,Typical,Paved,0,166,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,149900,-93.644891,42.047618
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,35,3735,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR3,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Average,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,Typical,PConc,Typical,No,GLQ,3,Unf,0,241,691,GasA,Excellent,Y,SBrkr,713,739,1452,1,0,2,1,3,1,6,Typ,0,Detchd,Unf,2,506,Typical,Paved,0,34,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Normal,183900,-93.645482,42.046431
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,9360,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Good,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,216,976,GasA,Typical,Y,SBrkr,976,0,976,1,0,1,0,2,1,4,Typ,1,Attchd,RFn,2,504,Typical,Paved,94,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Abnorml,157500,-93.626161,42.045728
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9230,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Very_Good,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166,Typical,CBlock,Typical,Mn,GLQ,3,Unf,0,203,864,GasA,Good,Y,SBrkr,1200,0,1200,1,0,1,1,1,1,6,Typ,0,Detchd,Unf,2,884,Typical,Paved,0,64,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2006,WD ,Normal,146000,-93.624612,42.045685
Two_Story_1946_and_Newer,Residential_Low_Density,0,14803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252,Typical,CBlock,Typical,No,Rec,6,Unf,0,409,825,GasA,Good,Y,SBrkr,1097,896,1993,0,0,2,1,4,1,8,Typ,1,Attchd,RFn,2,495,Typical,Paved,0,66,0,0,0,0,No_Pool,Good_Wood,None,0,6,2006,WD ,Normal,190000,-93.629155,42.044308
